190.95,0.38,0.9,1.00E-10,,,,
195.3,0.38,0.9,1.00E-10,,,,
195.3,0.39,0.9,1.00E-10,,,,
199.65,0.39,0.9,1.00E-10,,,,
199.65,0.4,0.9,1.00E-10,,,,
204,0.4,0.9,1.00E-10,,,,
204,0.41,0.9,1.00E-10,,,,
208.35,0.41,0.9,1.00E-10,,,,
208.35,0.42,0.9,1.00E-10,,,,
212.7,0.42,0.9,1.00E-10,,,,
212.7,0.43,0.9,1.00E-10,,,,
217.05,0.43,0.9,1.00E-10,,,,
217.05,0.44,0.9,1.00E-10,,,,
221.4,0.44,0.9,1.00E-10,,,,
221.4,0.45,0.9,1.00E-10,,,,
225.75,0.45,0.9,1.00E-10,,,,
225.75,0.46,0.9,1.00E-10,,,,
230.1,0.46,0.9,1.00E-10,,,,
230.1,0.47,0.9,1.00E-10,,,,
234.45,0.47,0.9,1.00E-10,,,,
234.45,0.48,0.9,1.00E-10,,,,
238.8,0.48,0.9,1.00E-10,,,,
238.8,0.49,0.9,1.00E-10,,,,
243.15,0.49,0.9,1.00E-10,,,,
243.15,0.5,0.9,1.00E-10,,,,
247.5,0.5,0.9,1.00E-10,,,,
247.5,0.51,0.9,1.00E-10,,,,
251.85,0.51,0.9,1.00E-10,,,,
251.85,0.52,0.9,1.00E-10,,,,
256.2,0.52,0.9,1.00E-10,,,,
256.2,0.53,0.9,1.00E-10,,,,
260.55,0.53,0.9,1.00E-10,,,,
260.55,0.54,0.9,1.00E-10,,,,
264.9,0.54,0.9,1.00E-10,,,,
264.9,0.55,0.9,1.00E-10,,,,
269.25,0.55,0.9,1.00E-10,,,,
269.25,0.56,0.9,1.00E-10,,,,
273.6,0.56,0.9,1.00E-10,,,,
273.6,0.57,0.9,1.00E-10,,,,
277.95,0.57,0.9,1.00E-10,,,,
277.95,0.58,0.9,1.00E-10,,,,
282.3,0.58,0.9,1.00E-10,,,,
282.3,0.59,0.9,1.00E-10,,,,
286.65,0.59,0.9,1.00E-10,,,,
286.65,0.6,0.9,1.00E-10,,,,
291,0.6,0.9,1.00E-10,,,,
291,0.61,0.9,1.00E-10,,,,
295.35,0.61,0.9,1.00E-10,,,,
295.35,0.62,0.9,1.00E-10,,,,
299.7,0.62,0.9,1.00E-10,,,,
299.7,0.63,0.9,1.00E-10,,,,
304.05,0.63,0.9,1.00E-10,,,,
304.05,0.64,0.9,1.00E-10,,,,
308.4,0.64,0.9,1.00E-10,,,,
308.4,0.65,0.9,1.00E-10,,,,
312.75,0.65,0.9,1.00E-10,,,,
312.75,0.66,0.9,1.00E-10,,,,
317.1,0.66,0.9,1.00E-10,,,,
317.1,0.67,0.9,1.00E-10,,,,
321.45,0.67,0.9,1.00E-10,,,,
321.45,0.68,0.9,1.00E-10,,,,
325.8,0.68,0.9,1.00E-10,,,,
325.8,0.69,0.9,1.00E-10,,,,
330.15,0.69,0.9,1.00E-10,,,,
330.15,0.7,0.9,1.00E-10,,,,
334.5,0.7,0.9,1.00E-10,,,,
334.5,0.71,0.9,1.00E-10,,,,
338.85,0.71,0.9,1.00E-10,,,,
338.85,0.72,0.9,1.00E-10,,,,
343.2,0.72,0.9,1.00E-10,,,,
343.2,0.73,0.9,1.00E-10,,,,
347.55,0.73,0.9,1.00E-10,,,,
347.55,0.74,0.9,1.00E-10,,,,
351.9,0.74,0.9,1.00E-10,,,,
351.9,0.75,0.9,1.00E-10,,,,
356.25,0.75,0.9,1.00E-10,,,,
356.25,0.76,0.9,1.00E-10,,,,
360.6,0.76,0.9,1.00E-10,,,,
360.6,0.77,0.9,1.00E-10,,,,
364.95,0.77,0.9,1.00E-10,,,,
364.95,0.78,0.9,1.00E-10,,,,
369.3,0.78,0.9,1.00E-10,,,,
369.3,0.79,0.9,1.00E-10,,,,
373.65,0.79,0.9,1.00E-10,,,,
373.65,0.8,0.9,1.00E-10,,,,
378,0.8,0.9,1.00E-10,,,,
378,0.81,0.9,1.00E-10,,,,
382.35,0.81,0.9,1.00E-10,,,,
382.35,0.82,0.9,1.00E-10,,,,
386.7,0.82,0.9,1.00E-10,,,,
386.7,0.83,0.9,1.00E-10,,,,
391.05,0.83,0.9,1.00E-10,,,,
391.05,0.84,0.9,1.00E-10,,,,
395.4,0.84,0.9,1.00E-10,,,,
395.4,0.85,0.9,1.00E-10,,,,
399.75,0.85,0.9,1.00E-10,,,,
399.75,0.86,0.9,1.00E-10,,,,
404.1,0.86,0.9,1.00E-10,,,,
404.1,0.87,0.9,1.00E-10,,,,
408.45,0.87,0.9,1.00E-10,,,,
408.45,0.88,0.9,1.00E-10,,,,
412.8,0.88,0.9,1.00E-10,,,,
412.8,0.89,0.9,1.00E-10,,,,
417.15,0.89,0.9,1.00E-10,,,,
417.15,0.9,0.9,1.00E-10,,,,
421.5,0.9,0.9,1.00E-10,,,,
421.5,0.91,0.9,1.00E-10,,,,
425.85,0.91,0.9,1.00E-10,,,,
425.85,0.92,0.9,1.00E-10,,,,
430.2,0.92,0.9,1.00E-10,,,,
430.2,0.93,0.9,1.00E-10,,,,
434.55,0.93,0.9,1.00E-10,,,,
434.55,0.94,0.9,1.00E-10,,,,
438.9,0.94,0.9,1.00E-10,,,,
438.9,0.95,0.9,1.00E-10,,,,
443.25,0.95,0.9,1.00E-10,,,,
443.25,0.96,0.9,1.00E-10,,,,
447.6,0.96,0.9,1.00E-10,,,,
447.6,0.97,0.9,1.00E-10,,,,
451.95,0.97,0.9,1.00E-10,,,,
451.95,0.98,0.9,1.00E-10,,,,
456.3,0.98,0.9,1.00E-10,,,,
456.3,0.99,0.9,1.00E-10,,,,
460.65,0.99,0.9,1.00E-10,,,,
460.65,0.99,0.9,1.00E-10,,,,
465,0.99,0.9,1.00E-10,,,,
465,0.99,0.9,1.00E-10,,,,
469.35,0.99,0.9,1.00E-10,,,,
469.35,0.99,0.9,1.00E-10,,,,
569.35,0.99,0.9,1.00E-10,,,,
,,,,,,,
